"('Open', 'AAPL')","('Open', 'ABT')","('Open', 'MU')","('Open', 'SO')",PortfolioValue
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1011784.5747756014
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,989861.6826184194
0.33333322,0.33333322,0.33333322,3.333329e-07,975640.5014921385
0.33333322,0.33333322,0.33333322,3.333329e-07,997695.0585758731
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,968271.0458451015
0.3332029,0.33339837,0.33339837,3.3339805e-07,950485.8344554729
0.33333322,0.33333322,0.33333322,3.333329e-07,936296.6403281197
0.33333322,0.33333322,0.33333322,3.333329e-07,912124.5764146422
0.33333322,0.33333322,0.33333322,3.333329e-07,873014.5733770574
0.33333322,0.33333322,0.33333322,3.333329e-07,866097.5873838076
0.33333322,0.33333322,0.33333322,3.333329e-07,875056.1038295121
0.33333322,0.33333322,0.33333322,3.333329e-07,855008.6612856814
0.33333322,0.33333322,0.33333322,3.333329e-07,910961.6513731023
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,900740.4915063233
0.3333332,0.33333322,0.33333322,3.333329e-07,907438.4158203638
0.33333322,0.33333322,0.33333322,3.333329e-07,907361.0079059569
0.33333322,0.33333322,0.33333322,3.333329e-07,870951.1677004165
0.33333322,0.33333322,0.33333322,3.333329e-07,840984.2879704472
0.33333322,0.33333322,0.33333322,3.333329e-07,845947.0823551764
0.33333322,0.33333322,0.33333322,3.333329e-07,835342.2122796664
0.33333322,0.33333322,0.33333322,3.333329e-07,866648.4226914968
0.3333307,0.3333345,0.3333345,3.3333419e-07,849767.8334918431
0.33333322,0.33333322,0.33333322,3.333329e-07,851283.75273976
0.33333322,0.33333322,0.33333322,3.333329e-07,897591.2942315412
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,906279.6661353501
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,918475.8529804845
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,912173.0448680919
0.33333322,0.33333322,0.33333322,3.333329e-07,881743.1704772611
0.33333322,0.33333322,0.33333322,3.333329e-07,848300.9209620412
0.33333322,0.33333322,0.33333322,3.333329e-07,903043.4312710072
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,920729.2840427118
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,925152.310002935
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,923869.4160843374
0.3333332,0.33333322,0.33333322,3.333329e-07,963089.0805178209
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,970272.5243027051
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1003156.0686567416
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,987561.7006934655
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,977576.9202887992
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,981961.9214760229
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,985138.9662770667
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,922434.8647970458
0.33333322,0.33333322,0.33333322,3.333329e-07,927553.4786801672
0.33333322,0.33333322,0.33333322,3.333329e-07,943315.6520601694
0.33284903,0.3335753,0.3335753,3.33575e-07,946835.618078922
0.33333322,0.33333322,0.33333322,3.333329e-07,936914.7645514024
0.33333322,0.33333322,0.33333322,3.333329e-07,920669.7083372348
0.33333322,0.33333322,0.33333322,3.333329e-07,875183.034171216
0.33333322,0.33333322,0.33333322,3.333329e-07,840844.2909240414
0.33333322,0.33333322,0.33333322,3.333329e-07,787070.1088679254
0.33333322,0.33333322,0.33333322,3.333329e-07,806124.8949078223
0.33333322,0.33333322,0.33333322,3.333329e-07,839803.1013368039
0.33333322,0.33333322,0.33333322,3.333329e-07,843317.211415638
0.33333322,0.33333322,0.33333322,3.333329e-07,864481.1574752153
0.33333322,0.33333322,0.33333322,3.333329e-07,873949.6703279176
0.33333322,0.33333322,0.33333322,3.333329e-07,890077.574395043
0.33333322,0.33333322,0.33333322,3.333329e-07,880281.8396656574
0.33333322,0.33333322,0.33333322,3.333329e-07,915704.1767785533
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,919067.777344994
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,901158.6886139903
0.33333322,0.33333322,0.33333322,3.333329e-07,922727.0199147132
0.33333322,0.33333322,0.33333322,3.333329e-07,898659.8425435595
0.33333322,0.33333322,0.33333322,3.333329e-07,911424.0623757684
0.33333322,0.33333322,0.33333322,3.333329e-07,892548.9014234599
0.33333322,0.33333322,0.33333322,3.333329e-07,907485.0382669644
0.33333322,0.33333322,0.33333322,3.333329e-07,900672.6552473468
0.33333322,0.33333322,0.33333322,3.333329e-07,917828.9513636274
0.33333322,0.33333322,0.33333322,3.333329e-07,913841.1889423749
0.33333322,0.33333322,0.33333322,3.333329e-07,914520.7828026768
0.33333322,0.33333322,0.33333322,3.333329e-07,887233.9067836858
0.33333322,0.33333322,0.33333322,3.333329e-07,891676.0220671471
0.33333322,0.33333322,0.33333322,3.333329e-07,896024.6866049436
0.33333322,0.33333322,0.33333322,3.333329e-07,909499.3930181204
0.33333322,0.33333322,0.33333322,3.333329e-07,912783.5423404743
0.33333322,0.33333322,0.33333322,3.333329e-07,922159.5982740328
0.33333322,0.33333322,0.33333322,3.333329e-07,908939.713159317
0.33333322,0.33333322,0.33333322,3.333329e-07,895017.4592341551
0.33333322,0.33333322,0.33333322,3.333329e-07,880332.0257465029
0.33333322,0.33333322,0.33333322,3.333329e-07,886714.8109837184
0.33333322,0.33333322,0.33333322,3.333329e-07,879258.6573621589
0.33333322,0.33333322,0.33333322,3.333329e-07,892628.2147334286
0.33333322,0.33333322,0.33333322,3.333329e-07,964526.183096192
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,926230.5756074792
0.33333322,0.33333322,0.33333322,3.333329e-07,900857.4821735854
0.33333322,0.33333322,0.33333322,3.333329e-07,899973.9298912125
0.33333322,0.33333322,0.33333322,3.333329e-07,900228.93762356
0.33333322,0.33333322,0.33333322,3.333329e-07,875221.9643278819
0.33333322,0.33333322,0.33333322,3.333329e-07,885683.616513985
0.33333322,0.33333322,0.33333322,3.333329e-07,886464.1861919292
0.33333322,0.33333322,0.33333322,3.333329e-07,906857.6442246741
0.33333322,0.33333322,0.33333322,3.333329e-07,913174.5441740798
0.33333322,0.33333322,0.33333322,3.333329e-07,922698.1118299812
0.33333322,0.33333322,0.33333322,3.333329e-07,918691.6013664808
0.33333322,0.33333322,0.33333322,3.333329e-07,911893.6574507246
0.33333322,0.33333322,0.33333322,3.333329e-07,902465.5858789476
0.33333322,0.33333322,0.33333322,3.333329e-07,923423.5522059139
0.33333322,0.33333322,0.33333322,3.333329e-07,916186.2512698636
0.33333322,0.33333322,0.33333322,3.333329e-07,908663.9355428921
0.33333322,0.33333322,0.33333322,3.333329e-07,914591.1278690401
0.33333322,0.33333322,0.33333322,3.333329e-07,900116.0345986276
0.33333322,0.33333322,0.33333322,3.333329e-07,894475.8068072058
0.33333322,0.33333322,0.33333322,3.333329e-07,896982.8790702925
0.33333322,0.33333322,0.33333322,3.333329e-07,903872.0630088546
0.33333322,0.33333322,0.33333322,3.333329e-07,901510.4075282601
0.33333322,0.33333322,0.33333322,3.333329e-07,924832.8360979466
0.21998791,0.39000586,0.39000586,3.900055e-07,918647.3369049587
0.33333322,0.33333322,0.33333322,3.333329e-07,959717.5988712447
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,954463.8436282198
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,946745.8550192564
0.33310935,0.33344516,0.33344516,3.3344483e-07,952389.1249810634
0.33333322,0.33333322,0.33333322,3.333329e-07,979181.5664221097
0.33333322,0.33333322,0.33333322,3.333329e-07,983474.566017177
0.33333322,0.33333322,0.33333322,3.333329e-07,998882.7043916108
0.33333072,0.33333448,0.33333448,3.3333416e-07,1012678.7112005498
0.3332445,0.33337757,0.33337757,3.3337727e-07,1017182.0161083379
0.33333322,0.33333322,0.33333322,3.333329e-07,1026692.0372516377
0.31952038,0.34023964,0.34023964,3.4023932e-07,1014648.8301319443
0.33333322,0.33333322,0.33333322,3.333329e-07,1012002.6638186225
0.33333322,0.33333322,0.33333322,3.333329e-07,1006183.403001203
0.33333322,0.33333322,0.33333322,3.333329e-07,1018859.1519997003
0.067889616,0.46605495,0.46605495,4.660545e-07,1012065.1179827924
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1044107.5269655038
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1054166.4494243984
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1053747.7642791318
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1056202.6813619118
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1061837.6676357393
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1048592.4618443209
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1023053.4636494104
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1011821.1949782603
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1029186.0905699314
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1035742.1494181083
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1034882.1702324748
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1050074.5676549447
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1037697.9631361292
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1044458.6650699578
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1064129.2192412328
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1078311.1793482117
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1066997.0579550315
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1063543.621814016
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1056720.3163306164
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1090083.1392732738
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1091052.2929737668
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1101638.5288112774
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1102651.782889694
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1085330.0762959176
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1074303.3359697508
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1066468.387590822
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1098030.105982303
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1130636.4278488294
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1152568.5746413427
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1116524.6152912097
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1132980.104770491
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1121115.4745134946
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1081074.622670061
0.33333322,0.33333322,0.33333322,3.333329e-07,1095814.7454031745
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1101674.778397234
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1111299.1700223205
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1116202.4348091304
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1149536.8356251097
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1146812.2721731586
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1166654.0662269334
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1163356.1120802313
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1153353.152426688
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1167670.3170311735
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1166420.8946796628
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1149780.8544727608
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1146671.1819430545
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1163294.5681648257
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1163969.9167664
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1161724.8358925446
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1137971.1816008906
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1128407.2822110225
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1108364.9448277194
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1103662.3335158394
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1083300.4549608096
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1076256.5567808275
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1059495.19629974
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1062804.672957893
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1047209.2292456573
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1045202.4872206063
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1054715.4467397546
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1060290.3740588652
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1047581.2566793038
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1023725.2626471203
0.3332417,0.33337897,0.33337897,3.3337867e-07,1000173.4279488616
0.33333322,0.33333322,0.33333322,3.333329e-07,1003057.6682880628
0.33333322,0.33333322,0.33333322,3.333329e-07,1038812.6808004581
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1034008.1649594534
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1050306.165649505
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1041112.3762377505
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1043473.1630395526
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1050414.9773822275
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1075009.6106118532
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1057276.3503460684
0.33328196,0.33335888,0.33335888,3.3335854e-07,1039730.3442389304
0.33333322,0.33333322,0.33333322,3.333329e-07,1037638.2922156927
0.33333322,0.33333322,0.33333322,3.333329e-07,1017096.4764878837
0.33333322,0.33333322,0.33333322,3.333329e-07,1038662.409758332
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1025717.0296436772
0.328563,0.33571833,0.33571833,3.35718e-07,1019282.8265347604
0.33333322,0.33333322,0.33333322,3.333329e-07,1018242.2289704875
0.33333322,0.33333322,0.33333322,3.333329e-07,1012939.9249929655
0.33333322,0.33333322,0.33333322,3.333329e-07,1011353.1888279738
0.33333322,0.33333322,0.33333322,3.333329e-07,994770.0656082983
0.33333322,0.33333322,0.33333322,3.333329e-07,972194.8768960215
0.33333322,0.33333322,0.33333322,3.333329e-07,1003674.7378940904
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,986828.0303641811
0.33333322,0.33333322,0.33333322,3.333329e-07,1004411.2925486991
0.33333296,0.33333337,0.33333337,3.3333305e-07,1001588.4178580961
0.33333322,0.33333322,0.33333322,3.333329e-07,1023052.8275282087
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1018465.8835967158
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1014168.114988747
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,983636.0673152932
0.33333322,0.33333322,0.33333322,3.333329e-07,962722.4243498612
0.33333322,0.33333322,0.33333322,3.333329e-07,956420.6048460514
0.33333322,0.33333322,0.33333322,3.333329e-07,977876.8079751993
0.333247,0.33337635,0.33337635,3.3337602e-07,999474.0613620497
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,978871.3807163427
0.33333296,0.33333337,0.33333337,3.3333308e-07,1011570.8190793548
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,985908.7924861304
0.33333322,0.33333322,0.33333322,3.333329e-07,997927.7402075531
0.33333322,0.33333322,0.33333322,3.333329e-07,991950.909863591
0.33333322,0.33333322,0.33333322,3.333329e-07,991692.5135883811
0.33333322,0.33333322,0.33333322,3.333329e-07,994331.7406396102
0.33333322,0.33333322,0.33333322,3.333329e-07,1015177.5805826841
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1024094.3055222171
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1007197.8051885415
0.33303887,0.33348042,0.33348042,3.334801e-07,986973.8098954128
0.33333322,0.33333322,0.33333322,3.333329e-07,982925.1016504782
0.33333322,0.33333322,0.33333322,3.333329e-07,977806.6380958271
0.33333322,0.33333322,0.33333322,3.333329e-07,982950.5531208722
0.33333322,0.33333322,0.33333322,3.333329e-07,981891.8048884314
0.33333322,0.33333322,0.33333322,3.333329e-07,1015764.2248400567
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1076251.135303192
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1066352.124850847
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1089735.4927533574
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1075553.865405621
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1080114.8551317817
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1042565.5260518582
0.3327956,0.33360207,0.33360207,3.3360175e-07,1033435.5414134616
0.33333322,0.33333322,0.33333322,3.333329e-07,1036715.3236793581
0.33333322,0.33333322,0.33333322,3.333329e-07,1035757.0384532369
0.33333322,0.33333322,0.33333322,3.333329e-07,1036240.6199417872
0.33333322,0.33333322,0.33333322,3.333329e-07,1017983.9174101437
0.33333322,0.33333322,0.33333322,3.333329e-07,1033491.349714122
0.33228207,0.33385882,0.33385882,3.3385848e-07,1036283.742264743
0.33333322,0.33333322,0.33333322,3.333329e-07,1001394.9329442334
0.33333322,0.33333322,0.33333322,3.333329e-07,1010063.6394336957
0.33333322,0.33333322,0.33333322,3.333329e-07,991923.5774148433
0.33333322,0.33333322,0.33333322,3.333329e-07,1010121.3674120657
0.32222146,0.33888912,0.33888912,3.388888e-07,1014763.4823726858
0.33332318,0.33333826,0.33333826,3.3333794e-07,1039915.886884138
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1045522.7260669438
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1051283.0942505405
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1042631.890105132
0.3333271,0.3333363,0.3333363,3.3333598e-07,1057612.519785194
0.28975397,0.3551228,0.3551228,3.5512247e-07,1062589.4111896174
0.33258858,0.33370554,0.33370554,3.3370523e-07,1081174.8679076945
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1081625.2699491538
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1085182.981284813
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1079696.476268658
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1081893.3342344235
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1085239.7659441184
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1068982.1707596383
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1068893.607339514
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1075884.2223558805
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1065259.5859156763
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1057540.5303582933
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1050101.0871468554
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1041823.0558825564
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1032804.3361176696
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1037282.7303973539
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1037756.6959417396
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1033296.1692313867
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1035234.7768092717
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1032505.9810330023
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1027357.0285327676
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1054163.041215777
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1073946.9396487214
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1062486.811673261
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1067800.017789716
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1063381.44651979
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1073566.6908844945
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1099727.9267123719
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1095682.8959917605
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1088463.13725877
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1091431.3956956817
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1093903.3544587735
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1070519.3301928039
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1080621.5847911467
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1057569.117399027
0.3313447,0.3343275,0.3343275,3.3432718e-07,1048597.6032162244
0.33333322,0.33333322,0.33333322,3.333329e-07,1058784.6570096982
0.33333004,0.3333348,0.3333348,3.333345e-07,1051678.4687157464
0.33333316,0.33333325,0.33333325,3.3333293e-07,1036539.1928966836
0.33333322,0.33333322,0.33333322,3.333329e-07,1039009.4053605037
0.33333287,0.33333337,0.33333337,3.3333308e-07,1045925.5617486266
0.33333313,0.33333328,0.33333328,3.3333296e-07,1053193.2628334938
0.3332966,0.33335152,0.33335152,3.333512e-07,1040154.2593417589
0.33333322,0.33333322,0.33333322,3.333329e-07,1033851.1317629366
0.33333322,0.33333322,0.33333322,3.333329e-07,1031783.9451934522
0.33333322,0.33333322,0.33333322,3.333329e-07,1030065.4461027534
0.33333322,0.33333322,0.33333322,3.333329e-07,1017781.932414143
0.33333322,0.33333322,0.33333322,3.333329e-07,1018749.29874925
0.33333322,0.33333322,0.33333322,3.333329e-07,1030716.7124232274
0.33333322,0.33333322,0.33333322,3.333329e-07,1038341.4848272279
0.3324717,0.333764,0.333764,3.3376367e-07,1007647.7893057244
0.33333322,0.33333322,0.33333322,3.333329e-07,1008608.5993699317
0.33333322,0.33333322,0.33333322,3.333329e-07,972590.3770143549
0.33333322,0.33333322,0.33333322,3.333329e-07,973228.3897650262
0.33333322,0.33333322,0.33333322,3.333329e-07,977433.1139748185
0.33333322,0.33333322,0.33333322,3.333329e-07,962834.8079288298
0.33333322,0.33333322,0.33333322,3.333329e-07,981467.2079195948
0.11021085,0.44489437,0.44489437,4.4489394e-07,974139.9934580358
0.33333316,0.33333325,0.33333325,3.3333293e-07,974544.1505387657
0.33333322,0.33333322,0.33333322,3.333329e-07,991526.4905594075
0.33333093,0.33333436,0.33333436,3.3333404e-07,972329.6063528745
0.33333322,0.33333322,0.33333322,3.333329e-07,987745.3722049356
0.33333322,0.33333322,0.33333322,3.333329e-07,978417.497074446
0.33333322,0.33333322,0.33333322,3.333329e-07,968437.0205536314
0.33333322,0.33333322,0.33333322,3.333329e-07,944504.0745082493
0.33333322,0.33333322,0.33333322,3.333329e-07,953157.6531026636
0.33333322,0.33333322,0.33333322,3.333329e-07,933727.842872546
0.33333322,0.33333322,0.33333322,3.333329e-07,956223.4056177364
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,937189.4805164018
0.3333332,0.33333322,0.33333322,3.333329e-07,917833.2786651267
0.33333322,0.33333322,0.33333322,3.333329e-07,931819.1273688352
0.33333322,0.33333322,0.33333322,3.333329e-07,943062.6698386609
0.33333322,0.33333322,0.33333322,3.333329e-07,944073.159605379
0.33333322,0.33333322,0.33333322,3.333329e-07,949022.415271789
0.33333322,0.33333322,0.33333322,3.333329e-07,963128.9081097082
0.33333322,0.33333322,0.33333322,3.333329e-07,972684.4153696785
0.33310533,0.3334472,0.3334472,3.3344685e-07,959407.2817203101
0.33333322,0.33333322,0.33333322,3.333329e-07,981830.1288829672
0.33226153,0.33386907,0.33386907,3.3386874e-07,985823.2426404734
0.33333322,0.33333322,0.33333322,3.333329e-07,997337.5350843794
0.32986224,0.33506873,0.33506873,3.3506842e-07,985039.6973854543
0.33333322,0.33333322,0.33333322,3.333329e-07,980961.6345339924
0.33333322,0.33333322,0.33333322,3.333329e-07,964512.3410814886
0.33333322,0.33333322,0.33333322,3.333329e-07,993644.14675514
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1000123.2203300761
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1021503.5410353981
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1040580.4511064321
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1029907.5193837723
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1034957.2846072048
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1014031.2755273378
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1032982.5825535948
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1004298.3304292348
0.33333322,0.33333322,0.33333322,3.333329e-07,1008592.0032543369
0.33333322,0.33333322,0.33333322,3.333329e-07,997270.4369566528
0.33333322,0.33333322,0.33333322,3.333329e-07,988163.9748566466
0.33333322,0.33333322,0.33333322,3.333329e-07,984050.1697324446
0.33333322,0.33333322,0.33333322,3.333329e-07,979848.1396634979
0.33333322,0.33333322,0.33333322,3.333329e-07,869901.7930527498
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,880617.4316402263
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,906928.7747576794
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,909888.254782163
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,918763.435604147
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,930946.5015832987
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,939204.0293855639
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,942986.6415758654
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,944438.1638687337
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,942866.3527283111
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,947925.3664503022
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,947984.4096226908
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,954034.2618886797
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,955575.7375432921
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,961365.8190031055
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,946363.5047635422
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,959391.9519586152
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,959099.706492145
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,956575.9316301856
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,948728.5468551918
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,949074.7932438314
0.3228819,0.3385589,0.3385589,3.3855858e-07,958288.0170872188
0.33333322,0.33333322,0.33333322,3.333329e-07,955753.9757376653
0.33333322,0.33333322,0.33333322,3.333329e-07,952610.0228489785
0.33333322,0.33333322,0.33333322,3.333329e-07,956524.5043606879
0.33333322,0.33333322,0.33333322,3.333329e-07,978252.1977537816
0.25307396,0.37346283,0.37346283,3.7346248e-07,976441.3034258785
0.33333322,0.33333322,0.33333322,3.333329e-07,977605.1928318378
0.33333322,0.33333322,0.33333322,3.333329e-07,984542.5655605488
0.3333332,0.33333322,0.33333322,3.333329e-07,977975.4284080218
0.33333322,0.33333322,0.33333322,3.333329e-07,973953.1729453894
0.33333322,0.33333322,0.33333322,3.333329e-07,990912.8822316907
0.33333322,0.33333322,0.33333322,3.333329e-07,980123.5411728686
