"('Open', 'AAPL')","('Open', 'ABT')","('Open', 'MU')","('Open', 'SO')",PortfolioValue
0.33333322,0.33333322,0.33333322,3.333329e-07,855286.6377751562
0.33333322,0.33333322,0.33333322,3.333329e-07,856607.4738059513
0.33333322,0.33333322,0.33333322,3.333329e-07,851070.4809703622
0.33333322,0.33333322,0.33333322,3.333329e-07,857307.1316059857
0.33333322,0.33333322,0.33333322,3.333329e-07,859118.17144984
0.33333322,0.33333322,0.33333322,3.333329e-07,859928.690667915
0.33333322,0.33333322,0.33333322,3.333329e-07,875086.7639398712
0.33333322,0.33333322,0.33333322,3.333329e-07,875652.8011082757
0.33333322,0.33333322,0.33333322,3.333329e-07,876526.8251882774
0.33333322,0.33333322,0.33333322,3.333329e-07,890870.2519446253
0.33333322,0.33333322,0.33333322,3.333329e-07,876372.1931589942
0.33333322,0.33333322,0.33333322,3.333329e-07,894921.2369147129
0.33333322,0.33333322,0.33333322,3.333329e-07,889419.4246629034
0.33333322,0.33333322,0.33333322,3.333329e-07,878663.4538847541
0.33333322,0.33333322,0.33333322,3.333329e-07,898586.0821841201
0.33333322,0.33333322,0.33333322,3.333329e-07,913358.1690420901
0.33333322,0.33333322,0.33333322,3.333329e-07,909201.3281604673
0.33333322,0.33333322,0.33333322,3.333329e-07,908037.1164237846
0.33333322,0.33333322,0.33333322,3.333329e-07,920774.4124822159
0.33333322,0.33333322,0.33333322,3.333329e-07,913410.178778109
0.33333322,0.33333322,0.33333322,3.333329e-07,907492.241855264
0.33333322,0.33333322,0.33333322,3.333329e-07,904900.3780482427
0.33333322,0.33333322,0.33333322,3.333329e-07,905724.7134592526
0.33333322,0.33333322,0.33333322,3.333329e-07,911231.5593531524
0.33333322,0.33333322,0.33333322,3.333329e-07,916362.5678575478
0.33333322,0.33333322,0.33333322,3.333329e-07,941081.676680807
0.33333,0.33333483,0.33333483,3.3333453e-07,939961.3375846521
0.33333322,0.33333322,0.33333322,3.333329e-07,959290.9313717114
0.33333272,0.3333335,0.3333335,3.3333316e-07,950013.625473938
0.33333322,0.33333322,0.33333322,3.333329e-07,959071.1182124527
0.33333322,0.33333322,0.33333322,3.333329e-07,966081.0491378624
0.33333322,0.33333322,0.33333322,3.333329e-07,943055.400341996
0.33333322,0.33333322,0.33333322,3.333329e-07,940176.1349779692
0.33333322,0.33333322,0.33333322,3.333329e-07,961044.5744193366
0.32538715,0.33730626,0.33730626,3.3730595e-07,951844.2506605302
0.33333322,0.33333322,0.33333322,3.333329e-07,958428.6221610479
0.33333322,0.33333322,0.33333322,3.333329e-07,956672.5741345476
0.33333322,0.33333322,0.33333322,3.333329e-07,953079.921401032
0.33333322,0.33333322,0.33333322,3.333329e-07,963592.0523069446
0.33333322,0.33333322,0.33333322,3.333329e-07,967370.1997841551
0.33333322,0.33333322,0.33333322,3.333329e-07,967533.4419450121
0.33333322,0.33333322,0.33333322,3.333329e-07,964582.4960407242
0.33333322,0.33333322,0.33333322,3.333329e-07,966469.3943664317
0.33333322,0.33333322,0.33333322,3.333329e-07,987393.8878601714
0.2064274,0.3967861,0.3967861,3.967857e-07,989771.0034774839
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,993339.434714987
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,970513.2053272837
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,942432.819112989
0.33333322,0.33333322,0.33333322,3.333329e-07,934289.0990905629
0.33333322,0.33333322,0.33333322,3.333329e-07,935103.8526663542
0.33333322,0.33333322,0.33333322,3.333329e-07,917458.2836637392
0.33333322,0.33333322,0.33333322,3.333329e-07,897831.6338134378
0.33333322,0.33333322,0.33333322,3.333329e-07,887625.762268
0.33333322,0.33333322,0.33333322,3.333329e-07,892989.8510913132
0.33333322,0.33333322,0.33333322,3.333329e-07,893890.428085851
0.33333322,0.33333322,0.33333322,3.333329e-07,899456.7910654274
0.33333322,0.33333322,0.33333322,3.333329e-07,891087.8443095561
0.33333322,0.33333322,0.33333322,3.333329e-07,903945.8536024751
0.33333322,0.33333322,0.33333322,3.333329e-07,910858.8342913085
0.33333322,0.33333322,0.33333322,3.333329e-07,908101.3318994341
0.33333322,0.33333322,0.33333322,3.333329e-07,897884.9336780825
0.33333322,0.33333322,0.33333322,3.333329e-07,903929.9600436767
0.33333322,0.33333322,0.33333322,3.333329e-07,907356.18731635
0.33333322,0.33333322,0.33333322,3.333329e-07,924189.8230440117
0.33333322,0.33333322,0.33333322,3.333329e-07,928085.1703835976
0.33333322,0.33333322,0.33333322,3.333329e-07,940642.6373744452
0.33333322,0.33333322,0.33333322,3.333329e-07,926260.4101883937
0.33333322,0.33333322,0.33333322,3.333329e-07,945430.727715228
0.33333322,0.33333322,0.33333322,3.333329e-07,940576.6960141326
0.33333322,0.33333322,0.33333322,3.333329e-07,955075.756356715
0.33333322,0.33333322,0.33333322,3.333329e-07,942478.3042766142
0.33333322,0.33333322,0.33333322,3.333329e-07,938976.0935822953
0.33333322,0.33333322,0.33333322,3.333329e-07,938997.9396411496
0.33333322,0.33333322,0.33333322,3.333329e-07,946380.4944835972
0.33333322,0.33333322,0.33333322,3.333329e-07,954963.7474393777
0.33333322,0.33333322,0.33333322,3.333329e-07,950402.6475503711
0.33333322,0.33333322,0.33333322,3.333329e-07,950182.986175642
0.33333322,0.33333322,0.33333322,3.333329e-07,944751.8993867951
0.33333322,0.33333322,0.33333322,3.333329e-07,935271.4216190047
0.33333322,0.33333322,0.33333322,3.333329e-07,933758.8228377325
0.33333322,0.33333322,0.33333322,3.333329e-07,931615.0639665516
0.33333322,0.33333322,0.33333322,3.333329e-07,928969.3654588519
0.33333322,0.33333322,0.33333322,3.333329e-07,934399.2589172784
0.33333322,0.33333322,0.33333322,3.333329e-07,951630.8061924776
0.33333322,0.33333322,0.33333322,3.333329e-07,965965.1835123503
0.33333322,0.33333322,0.33333322,3.333329e-07,965525.1877515231
0.33333322,0.33333322,0.33333322,3.333329e-07,982392.0429892517
0.33333322,0.33333322,0.33333322,3.333329e-07,975093.5087558766
0.33333322,0.33333322,0.33333322,3.333329e-07,985440.4755413198
0.33333322,0.33333322,0.33333322,3.333329e-07,988218.9819699699
0.33333322,0.33333322,0.33333322,3.333329e-07,992990.0609131583
0.33333313,0.33333328,0.33333328,3.3333296e-07,1029850.1485326554
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1021846.7161101319
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1017501.7219692111
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1014757.4537830229
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1007803.9287200276
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1044547.7152329567
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1033389.3332967649
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1047757.8097618346
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1046085.2258971072
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1047756.2677820192
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1064503.40723717
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1045787.0804506234
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1046612.0089208671
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1048635.3458758255
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1069515.225573521
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1067750.6241019662
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1082541.0045829765
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1083610.4183271881
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1088760.3118821497
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1069656.100576714
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1075360.8856002442
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1094976.7775060288
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1105931.278292875
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1120380.1259761804
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1103468.034572272
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1119313.1386541463
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1100337.0053261651
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1075807.9207960765
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1060492.8373966475
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1095526.9892313313
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1125964.4494731778
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1109379.1208145486
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1087053.2370976515
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1110236.5257413492
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1130039.0437364622
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1140335.9508468397
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1102303.7806839428
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1097615.96443948
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1059384.5958857974
0.33333322,0.33333322,0.33333322,3.333329e-07,1046813.0673117925
0.33333322,0.33333322,0.33333322,3.333329e-07,1081008.6617765876
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1039436.1438231046
0.33333322,0.33333322,0.33333322,3.333329e-07,1050265.3257159975
0.33333322,0.33333322,0.33333322,3.333329e-07,1039830.6412178297
0.33333322,0.33333322,0.33333322,3.333329e-07,1048002.8029395324
0.33333305,0.33333334,0.33333334,3.3333302e-07,1046903.1510590335
0.33333322,0.33333322,0.33333322,3.333329e-07,1052082.3734994337
0.3333233,0.3333382,0.3333382,3.3333788e-07,1051456.4243956453
0.33333322,0.33333322,0.33333322,3.333329e-07,1088686.1539014739
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1098832.2661781034
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1102462.349524904
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1096933.0866161333
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1120206.644088049
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1110903.0256266708
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1109977.7590592178
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1108504.832043078
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1111894.094208502
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1097637.8692090928
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1111163.6758338022
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1109074.855563081
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1103680.3026249863
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1080306.6345473065
0.33330858,0.33334553,0.33334553,3.3334524e-07,1086130.5069949115
0.3327029,0.33364838,0.33364838,3.3364807e-07,1078825.0909479437
0.33333322,0.33333322,0.33333322,3.333329e-07,1089435.319977043
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1088560.847496437
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1077398.7864627216
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1109152.8171366276
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1126381.4315054675
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1134551.4597391158
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1125966.4538670508
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1144351.7528131022
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1152490.0595215529
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1143166.3111046266
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1138080.258674267
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1130443.9418105218
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1119950.2589589264
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1109329.3949035571
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1130737.5770874333
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1113903.7405696611
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1100189.6971702508
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1111498.954720844
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1097478.478245434
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1115668.9415054084
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1101538.6548238473
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1107986.4735208414
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1084579.3126326764
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1092781.5569032787
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1085931.07442594
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1065867.0961128797
0.3333332,0.33333322,0.33333322,3.333329e-07,1075631.7276616513
0.333164,0.33341786,0.33341786,3.3341755e-07,1063196.4122479912
0.33333322,0.33333322,0.33333322,3.333329e-07,1064044.1275646912
0.33333322,0.33333322,0.33333322,3.333329e-07,1066323.461425359
0.3331526,0.33342355,0.33342355,3.3342323e-07,1082856.2288096976
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1080111.2014382621
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1056134.2296479684
0.2797342,0.36013272,0.36013272,3.6013236e-07,1030499.679595008
0.33333322,0.33333322,0.33333322,3.333329e-07,1031198.0394747126
0.33333322,0.33333322,0.33333322,3.333329e-07,1023624.3903557934
0.33333322,0.33333322,0.33333322,3.333329e-07,1006380.2017235152
0.33333322,0.33333322,0.33333322,3.333329e-07,997766.0058315512
0.33333322,0.33333322,0.33333322,3.333329e-07,996835.9812009233
0.33333322,0.33333322,0.33333322,3.333329e-07,986581.942355188
0.33333322,0.33333322,0.33333322,3.333329e-07,990595.0666749021
0.33333322,0.33333322,0.33333322,3.333329e-07,983763.3958270334
0.33333322,0.33333322,0.33333322,3.333329e-07,973816.7012300486
0.33333322,0.33333322,0.33333322,3.333329e-07,973795.0662934942
0.33333322,0.33333322,0.33333322,3.333329e-07,954922.883514106
0.33333322,0.33333322,0.33333322,3.333329e-07,964628.2833510031
0.33333322,0.33333322,0.33333322,3.333329e-07,978466.958007788
0.33333322,0.33333322,0.33333322,3.333329e-07,966159.7450534829
0.33333322,0.33333322,0.33333322,3.333329e-07,966255.5414119262
0.33333322,0.33333322,0.33333322,3.333329e-07,942724.3185378084
0.33333322,0.33333322,0.33333322,3.333329e-07,954378.0675950468
0.33333322,0.33333322,0.33333322,3.333329e-07,958810.9946098301
0.33333322,0.33333322,0.33333322,3.333329e-07,967163.8395311759
0.33333322,0.33333322,0.33333322,3.333329e-07,964209.4650998737
0.33333322,0.33333322,0.33333322,3.333329e-07,992413.1392046557
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,984556.2068920599
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,980220.8729449175
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,981875.9051978295
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,970080.1235727271
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,960992.2024091007
0.33298558,0.33350703,0.33350703,3.3350673e-07,965770.5931413383
0.33333322,0.33333322,0.33333322,3.333329e-07,971396.9140527712
0.33333322,0.33333322,0.33333322,3.333329e-07,968458.4092438183
0.33333322,0.33333322,0.33333322,3.333329e-07,969647.2244623888
0.33333322,0.33333322,0.33333322,3.333329e-07,975297.8663791706
0.33333322,0.33333322,0.33333322,3.333329e-07,1005691.9636197113
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1012501.2740822072
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1015160.5095019721
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1025463.3369757811
4.9999903e-07,0.49999952,0.49999952,4.9999903e-07,1022023.63263184
