NVDA,LLY,JPM,CAT,PortfolioValue
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1172723.8754182332
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1165749.7598465292
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1208753.938560083
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1222701.0062476408
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1228512.314088446
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1257569.3463505346
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1249665.960293467
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1249433.5769921883
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1261056.09036645
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1261288.1870114794
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1253617.1030593964
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1274305.532893119
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1273840.711279191
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1287787.6595867593
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1299410.64487783
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1324515.1810379403
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1348225.5833894438
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1327304.492590212
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1341483.9877091174
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1362172.8042725818
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1348690.4968546208
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1347760.4916841665
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1335440.591707834
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1330791.5642420899
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1348225.9142269562
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1369145.3288670648
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1363335.3981908634
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1354036.866380357
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1366821.6177783222
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1339625.0961692
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1338694.8350167063
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1348690.5854635101
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1346598.1231893606
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1365195.3185005663
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1372633.1995308264
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1371470.9412434974
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1363335.224900742
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1324980.472781359
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1327305.334230235
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1334278.211447878
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1358918.3939536114
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1360313.0448026604
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1349387.7431079082
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1345901.5263586412
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1344738.8930622323
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1345203.1350208123
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1347063.0732349851
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1371935.470335596
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1382396.1634578367
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1405176.7966271657
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1426097.3105190154
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1414939.3126975966
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1423307.7379943721
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1441671.35515487
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1434000.9277721164
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1455353.7107401653
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1448119.1292912944
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1458854.0840837923
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1417779.548791166
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1418713.0180752564
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1435283.0424141693
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1477291.3587025881
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1537969.7234717193
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1552673.251390672
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1563641.4389994526
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1589312.7489239613
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1604482.5115964918
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1591646.5492822758
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1598648.291713267
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1593980.422763049
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1581144.825692837
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1610317.1617587423
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1590479.6759357476
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1593980.6075768108
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1610317.29410875
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1632021.1666399967
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1675429.788692457
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1680330.2705062516
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1680330.3363403883
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1694099.0311816337
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1705302.1361870582
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1691999.4061044198
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1710669.5211762334
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1706002.014857287
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1706702.3608782166
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1730273.6361947074
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1735174.0292121328
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1741709.2639104803
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1703901.432283995
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1704602.5941533046
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1690365.6782188383
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1665161.1776733396
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1667494.775384767
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1656993.296298271
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1682897.4213623686
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1748710.6765295456
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1763880.177621721
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1794220.3271792876
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1771349.1133081075
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1741009.399440279
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1783016.7454493258
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1779750.3943509934
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1770881.762234066
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1763180.3288840603
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1709503.2329827123
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1718838.8363458412
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1689666.6975914787
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1696900.6198311767
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1729340.7739860553
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1762013.633968236
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1762013.852983353
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1764347.6648713762
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1748710.3103205306
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1778816.7727317864
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1793286.2067790946
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1801688.277169146
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1808455.4828706805
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1798187.4517255446
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1844862.6140011442
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1849317.402668585
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1860085.7597888694
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1831992.2275998471
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1809282.6568458448
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1780720.3476107093
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1755669.1687521313
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1767609.1908428203
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1783998.0168199444
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1777910.2464943568
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1824968.9442124632
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1837844.7993974732
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1863130.4021500289
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1872728.799916885
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1872963.1792429322
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1905505.4815528095
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1895673.3657497254
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1855403.7875350672
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1821690.3938718827
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1825202.2193669977
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1788445.591382725
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1781421.9885204213
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1755668.084561497
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1685666.403912639
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1725700.7921152955
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1718443.1657626156
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1725935.3597431786
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1738343.5655905243
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1742557.7144347872
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1699245.2107317026
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1702289.1614871211
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1721955.070382895
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1704395.9936437488
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1621283.529500065
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1608406.3468127432
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1554559.9884891713
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1589443.2482842724
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1601383.4011932216
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1536531.9667798937
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1544023.52477115
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1603724.684647115
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1658742.4594575192
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1662254.4514303328
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1647738.6479790604
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1662020.348652508
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1699713.8269469796
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1686836.8591975952
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1695031.1021899483
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1676301.6970343897
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1677705.450179811
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1705566.7538581234
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1754731.9042765186
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1754029.2824144324
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1725467.208431322
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1711887.5101725052
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1718442.9042831575
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1703225.3767382717
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1715633.2297540205
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1709546.5285399249
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1663658.7724187654
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1638842.5645055952
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1619878.941238901
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1636573.0617372885
9.99996e-07,9.99996e-07,9.99996e-07,0.999997,1633516.890309016
